ID,mass,MpH,MpNH4,MpNa,MmH,MmHpCHO2
PE 28:2;O3,679.406052,680.413332,697.439882,702.395272,678.398772,724.404252
PE 32:5,681.436957,682.444237,699.470787,704.426177,680.429677,726.435157
PE 32:4,683.452607,684.459887,701.486437,706.441827,682.445327,728.450807
PE dO-34:4,683.525377,684.532657,701.559207,706.514597,682.518097,728.523577
PE 32:3,685.468257,686.475537,703.502087,708.457477,684.460977,730.466457
PE O-33:3,685.504642,686.511922,703.538472,708.493862,684.497362,730.502842
PE 30:4;O2,687.411137,688.418417,705.444967,710.400357,686.403857,732.409337
PE 32:2,687.483907,688.491187,705.517737,710.473127,686.476627,732.482107
PE O-33:2,687.520292,688.527572,705.554122,710.509512,686.513012,732.518492
PE 30:3;O2,689.426787,690.434067,707.460617,712.416007,688.419507,734.424987
PE 32:1,689.499557,690.506837,707.533387,712.488777,688.492277,734.497757
PE O-33:1,689.535942,690.543222,707.569772,712.525162,688.528662,734.534142
PE 32:0,691.515207,692.522487,709.549037,714.504427,690.507927,736.513407
PE O-33:0,691.551592,692.558872,709.585422,714.540812,690.544312,736.549792
PE 33:5,695.452607,696.459887,713.486437,718.441827,694.445327,740.450807
PE O-34:5,695.488992,696.496272,713.522822,718.478212,694.481712,740.487192
PE 33:4,697.468257,698.475537,715.502087,720.457477,696.460977,742.466457
PE O-34:4,697.504642,698.511922,715.538472,720.493862,696.497362,742.502842
PE 33:3,699.483907,700.491187,717.517737,722.473127,698.476627,744.482107
PE O-34:3,699.520292,700.527572,717.554122,722.509512,698.513012,744.518492
PE 33:2,701.499557,702.506837,719.533387,724.488777,700.492277,746.497757
PE O-34:2,701.535942,702.543222,719.569772,724.525162,700.528662,746.534142
PE 30:4;O3,703.406052,704.413332,721.439882,726.395272,702.398772,748.404252
PE 33:1,703.515207,704.522487,721.549037,726.504427,702.507927,748.513407
PE O-34:1,703.551592,704.558872,721.585422,726.540812,702.544312,748.549792
PE 30:3;O3,705.421702,706.428982,723.455532,728.410922,704.414422,750.419902
PE 33:0,705.530857,706.538137,723.564687,728.520077,704.523577,750.529057
PE-NMe 32:0,705.530857,706.538137,723.564687,728.520077,704.523577,750.529057
PE O-34:0,705.567242,706.574522,723.601072,728.556462,704.559962,750.565442
PE 34:6,707.452607,708.459887,725.486437,730.441827,706.445327,752.450807
PE 34:5,709.468257,710.475537,727.502087,732.457477,708.460977,754.466457
PE 34:4,711.483907,712.491187,729.517737,734.473127,710.476627,756.482107
PE 34:3,713.499557,714.506837,731.533387,736.488777,712.492277,758.497757
PE O-35:3,713.535942,714.543222,731.569772,736.525162,712.528662,758.534142
PE 34:2,715.515207,716.522487,733.549037,738.504427,714.507927,760.513407
PE O-35:2,715.551592,716.558872,733.585422,738.540812,714.544312,760.549792
PE 34:1,717.530857,718.538137,735.564687,740.520077,716.523577,762.529057
PE O-35:1,717.567242,718.574522,735.601072,740.556462,716.559962,762.565442
PE 34:0,719.546507,720.553787,737.580337,742.535727,718.539227,764.544707
PE-NMe2 32:0,719.546507,720.553787,737.580337,742.535727,718.539227,764.544707
